group,year,date,isFemale,focalID,adult1,adult2,adult3,adult4
3,2014,9/29/2014,0,M028,,,,
4,2017,9/30/2017,0,M222,,,,
3,2017,11/2/2017,1,M051,,,,
1,2016,8/19/2016,0,M300,,M350,,
1,2015,7/27/2015,1,M271,,,,
4,2019,7/12/2019,1,M548,M123,M550,M232,
3,2016,5/11/2016,1,M023,,,,
3,2017,1/18/2017,1,M032,M035,,,
4,2015,9/6/2015,0,M174,,,,
3,2017,1/28/2017,0,M093,,,,
4,2019,8/22/2019,0,M213,M236,M157,,
3,2017,2/18/2017,0,M079,M081,,,
3,2017,7/23/2017,0,M080,M079,M020,,
1,2017,4/21/2017,1,M399,,,,
1,2018,2/2/2018,1,M271,,M315,M275,
3,2018,4/26/2018,1,M051,M005,M036,,
1,2015,2/2/2015,1,M323,,,,
1,2017,7/22/2017,0,M357,,,,
4,2017,6/3/2017,0,M227,,,,
3,2018,9/17/2018,1,M042,M091,,,
4,2018,10/3/2018,0,M215,M232,M548,,
4,2016,9/9/2016,1,M141,,,,
1,2015,4/27/2015,0,M279,,,,
4,2017,5/7/2017,1,M214,,,,
4,2017,3/15/2017,0,M215,,,,
4,2015,4/22/2015,1,M157,,,,
4,2019,5/24/2019,0,M203,,,,
1,2015,1/25/2015,0,M269,,,,
3,2013,10/10/2013,0,M020,,,,
1,2016,2/22/2016,0,M090,,,,
1,2014,9/28/2014,0,M294,,,,
3,2019,5/16/2019,1,M002,,,,
4,2014,8/12/2014,1,M144,,,,
3,2018,8/7/2018,0,M006,M082,M079,,
3,2017,2/14/2017,0,M052,M060,M017,,
1,2016,3/8/2016,0,M307,,,,
4,2017,9/21/2017,1,M040,,,,
4,2017,9/21/2017,1,M144,,,,
1,2017,8/20/2017,0,M376,,,,
3,2014,9/21/2014,1,M026,,,,
4,2018,5/12/2018,0,M167,,,,
4,2015,4/3/2015,0,M188,,,,
4,2018,4/17/2018,1,M154,M168,,,
4,2014,4/27/2014,1,M185,,,,
4,2018,5/11/2018,1,M216,,,,
1,2017,3/15/2017,0,M277,,,,
4,2018,5/26/2018,1,M387,,,,
4,2019,2/6/2019,0,M125,,,,
3,2018,6/28/2018,1,M005,,,,
4,2017,7/1/2017,1,M218,,,,
4,2016,6/26/2016,0,M210,,,,
4,2017,6/4/2017,1,M184,,,,
3,2018,7/6/2018,0,M044,,,,
3,2015,8/6/2015,1,M009,,,,
3,2016,4/2/2016,1,M040,,,,
1,2016,6/20/2016,1,M383,,,,
1,2016,6/5/2016,0,M314,,,,
1,2015,2/18/2015,0,M294,,,,
1,2015,9/5/2015,0,M386,,,,
1,2017,5/18/2017,0,M319,,,,
3,2018,7/27/2018,0,M093,M011,,,
3,2019,4/19/2019,0,M501,,,,
4,2014,3/31/2014,1,M134,,,,
1,2015,3/18/2015,1,M283,,,,
1,2016,3/1/2016,0,M328,,,,
2,2015,7/9/2015,1,M434,,,,
3,2019,4/28/2019,0,M010,M053,,,
1,2015,2/21/2015,0,M328,,,,
1,2017,9/10/2017,1,M304,,,,
3,2019,1/23/2019,0,M054,M018,,,
4,2017,1/27/2017,1,M139,,,,
4,2018,6/24/2018,1,M124,M182,M247,,
1,2018,3/14/2018,1,M384,,M328,,
3,2017,9/3/2017,0,M079,M016,M104,M010,
4,2018,3/10/2018,1,M150,,,,
4,2019,6/8/2019,1,M561,,,,
4,2017,9/12/2017,1,M168,,,,
1,2018,3/19/2018,1,M412,,,,
4,2018,7/16/2018,0,M227,,,,
4,2017,8/28/2017,1,M214,,,,
1,2015,7/23/2015,1,M311,,,,
3,2013,7/25/2013,0,M029,,,,
4,2018,6/30/2018,1,M187,,,,
4,2016,9/3/2016,0,M140,,,,
4,2016,9/25/2016,0,M195,,,,
3,2017,10/2/2017,1,M077,M073,,,
1,2017,1/29/2017,1,M320,,,,
1,2016,8/25/2016,1,M341,,,,
3,2017,5/16/2017,1,M496,M016,,,
3,2018,5/17/2018,0,M034,M025,,,
4,2018,4/30/2018,1,M149,,,,
3,2017,1/24/2017,1,M009,M062,,,
4,2018,4/28/2018,1,M168,,,,
4,2019,5/11/2019,1,M139,M186,,,
4,2018,8/22/2018,0,M152,,,,
4,2019,4/19/2019,1,M200,M130,,,
3,2016,11/10/2016,0,M041,,,,
1,2017,2/27/2017,1,M293,,,,
1,2017,3/12/2017,1,M309,,M339,,
1,2017,3/28/2017,1,M351,,M368,,
1,2014,9/9/2014,0,M316,,,,
4,2016,10/27/2016,1,M130,,,,
4,2016,10/3/2016,1,M141,M120,,,
4,2016,4/20/2016,1,M185,,,,
4,2018,1/18/2018,0,M174,,,,
3,2018,9/24/2018,1,M017,M074,,,
4,2018,4/2/2018,1,M168,,,,
3,2017,8/31/2017,1,M009,,M074,,
3,2019,9/9/2019,0,M010,M086,M003,,
3,2014,7/14/2014,1,M016,,,,
3,2017,5/30/2017,0,M008,,M055,M073,
4,2016,2/22/2016,0,M180,,,,
3,2016,8/7/2016,0,M093,,,,
3,2018,2/4/2018,1,M053,M498,M044,,
4,2017,5/3/2017,1,M150,M216,,,
4,2016,3/4/2016,0,M161,,,,
1,2014,8/7/2014,0,M364,,,,
4,2018,5/16/2018,1,M163,M120,M239,M149,M161
3,2016,9/16/2016,0,M038,,,,
3,2017,6/29/2017,0,M074,,,,
4,2018,8/17/2018,1,M130,M154,,,
3,2018,8/27/2018,1,M005,M025,M097,,
3,2015,9/24/2015,0,M024,,,M021,
1,2017,7/31/2017,0,M339,,,,
3,2019,7/18/2019,0,M080,M026,,,
3,2018,9/27/2018,1,M082,M079,M081,,
4,2018,6/30/2018,0,M226,,,,
3,2015,9/2/2015,0,M056,,,,
4,2017,3/27/2017,0,M245,,,,
3,2017,7/21/2017,1,M496,,,,
4,2017,12/21/2017,1,M124,,,,
4,2015,3/16/2015,1,M178,,,,
4,2019,1/28/2019,1,M254,,,,
1,2014,5/5/2014,1,M271,,,,
4,2018,5/20/2018,0,M209,,,,
1,2015,6/10/2015,0,M333,,,,
1,2016,7/2/2016,0,M361,,,,
3,2018,7/23/2018,1,M021,M036,,,
4,2016,5/4/2016,0,M237,,,,
4,2016,12/6/2016,0,M151,,,,
3,2017,9/7/2017,0,M104,,,,
3,2017,7/19/2017,0,M086,M003,M026,M033,
3,2017,6/21/2017,1,M043,,,,
1,2018,5/25/2018,0,M360,,,,
3,2017,4/23/2017,0,M036,M002,,,
3,2017,7/3/2017,1,M048,M009,M104,M073,
4,2017,4/26/2017,1,M561,,,,
1,2018,3/6/2018,1,M411,,,,
1,2015,6/24/2015,1,M345,,,,
3,2015,10/8/2015,0,M028,,,,
4,2018,8/16/2018,1,M158,M129,,,
1,2016,6/23/2016,0,M315,,,,
1,2015,8/25/2015,1,M389,,,,
3,2019,6/27/2019,0,M006,M030,,,
3,2018,6/24/2018,1,M031,,,,
3,2017,7/12/2017,1,M002,M033,M041,M027,
3,2019,5/17/2019,1,M113,M086,,,
4,2018,5/28/2018,0,M213,,,,
4,2016,9/23/2016,0,M147,,,,
3,2016,5/6/2016,0,M054,,,,
3,2019,8/1/2019,1,M048,M047,,,
1,2017,5/15/2017,0,M352,,,,
4,2018,1/31/2018,0,M211,,,,
4,2017,2/28/2017,0,M246,,,,
1,2015,4/16/2015,0,M302,,,,
3,2017,3/20/2017,0,M006,M032,,,
3,2018,8/19/2018,0,M086,M003,M010,,
3,2017,10/27/2017,1,M053,,,,
4,2017,11/12/2017,1,M129,,,,
2,2015,9/7/2015,0,M426,,,,
1,2016,1/31/2016,0,M305,,,,
3,2018,9/13/2018,1,M067,M498,M036,,
4,2015,8/20/2015,1,M158,,,,
4,2016,11/2/2016,1,M231,,,,
1,2017,2/2/2017,0,M315,M366,,,
1,2015,9/24/2015,0,M322,,,,
4,2016,9/16/2016,1,M124,,,,
1,2017,3/19/2017,1,M306,,,,
3,2019,5/10/2019,0,M501,,,,
4,2017,11/1/2017,1,M221,,,,
4,2018,8/18/2018,1,M218,,,,
3,2018,8/9/2018,1,M009,M104,,,
1,2015,3/1/2015,1,M335,,,,
1,2015,7/15/2015,0,M288,,,,
4,2019,3/31/2019,1,M546,,,,
4,2019,6/4/2019,0,M242,,,,
3,2018,9/10/2018,0,M034,M078,M080,M003,
4,2018,4/4/2018,0,M120,,,,
2,2013,7/14/2013,1,M417,,,,
3,2015,10/27/2015,0,M029,,,,
1,2015,9/6/2015,0,M281,,,,
1,2017,2/13/2017,0,M333,,,,
1,2017,10/13/2017,0,M388,,,,
3,2018,7/11/2018,0,M036,M042,,,
3,2017,8/26/2017,0,M034,,,,
4,2015,6/24/2015,1,M164,,,,
3,2017,2/21/2017,1,M113,,,,
1,2018,8/1/2018,1,M411,,,,
3,2018,12/19/2018,1,M048,M078,M104,,
4,2017,4/25/2017,1,M135,,,,
4,2014,4/11/2014,0,M179,,,,
3,2019,9/17/2019,1,M072,M047,,,
4,2019,8/16/2019,0,M213,M149,M246,,
1,2015,4/26/2015,1,M311,,,,
4,2018,8/25/2018,0,M233,,,,
3,2014,7/8/2014,1,M015,,,,
3,2018,4/25/2018,0,M044,M041,,,
4,2017,4/8/2017,0,M213,,,,
4,2017,1/22/2017,0,M167,,,,
1,2015,8/17/2015,0,M276,,,,
4,2017,7/25/2017,1,M520,,,,
4,2019,7/25/2019,0,M210,,,,
1,2017,6/29/2017,1,M304,M357,M350,,
4,2017,3/9/2017,1,M231,,,,
4,2017,9/20/2017,0,M552,,,,
3,2016,11/15/2016,1,M075,,,,
3,2017,7/5/2017,1,M075,M030,,,
3,2018,3/21/2018,1,M017,M034,,,
4,2018,10/6/2018,1,M163,,,,
3,2015,9/16/2015,0,M011,M050,,,
4,2016,8/30/2016,1,M139,,,,
3,2018,12/19/2018,1,M027,M025,M011,,
4,2014,4/19/2014,1,M137,,,,
4,2019,6/8/2019,0,M213,,,,
4,2017,8/21/2017,1,M239,,,,
1,2016,7/29/2016,1,M191,,,,
1,2016,2/6/2016,0,M385,,,,
4,2017,4/18/2017,1,M387,,,,
3,2019,9/17/2019,0,M499,,,,
4,2015,4/13/2015,0,M186,,,,
3,2017,2/1/2017,0,M091,,,,
3,2016,6/15/2016,0,M104,,,,
2,2015,6/21/2015,1,M439,,,,
4,2014,5/6/2014,1,M135,,,,
4,2016,4/14/2016,0,M152,,,,
3,2018,5/21/2018,0,M503,,,,
2,2015,9/16/2015,1,M429,,M418,,
2,2015,4/25/2015,1,M432,,,,
4,2017,10/1/2017,0,M152,,,,
4,2017,1/26/2017,1,M144,,,,
3,2018,7/12/2018,1,M002,M090,,,
4,2017,6/8/2017,0,M046,,,,
1,2015,7/14/2015,0,M365,,,,
1,2015,10/4/2015,1,M374,,,,
4,2019,2/17/2019,0,M210,,,,
3,2019,9/2/2019,1,M072,,,,
1,2017,1/26/2017,1,M399,,M339,,
3,2017,1/23/2017,0,M104,M113,M034,,
4,2016,9/29/2016,1,M146,,,,
4,2017,3/22/2017,0,M202,,,,
4,2015,4/1/2015,1,M143,,,,
1,2018,12/11/2018,0,M300,,,,
1,2014,4/11/2014,1,M311,M288,,,
3,2015,4/29/2015,1,M026,,,,
3,2017,7/11/2017,1,M030,M053,M091,,
1,2016,8/11/2016,0,M336,,,,
3,2018,5/16/2018,1,M003,,,,
1,2016,3/19/2016,0,M369,,,,
1,2016,1/28/2016,0,M354,,,,
4,2018,3/2/2018,0,M205,,,,
4,2019,3/1/2019,1,M550,,,,
4,2017,8/14/2017,0,M492,,,,
3,2018,1/23/2018,1,M077,M081,,,
4,2017,5/24/2017,1,M123,,,,
3,2014,6/18/2014,1,M005,,,,
2,2015,6/16/2015,0,M437,,,,
2,2013,9/24/2013,1,M418,M428,,,
4,2018,4/29/2018,0,M245,,,,
1,2016,4/7/2016,0,M297,,,,
4,2017,6/21/2017,0,M215,,,,
4,2016,10/9/2016,1,M178,,,,
3,2017,9/21/2017,1,M002,,,,
4,2017,10/6/2017,0,M170,M247,,,
4,2017,10/5/2017,1,M144,,,,
3,2015,11/20/2015,0,M022,,,,
4,2017,5/18/2017,1,M223,,,,
4,2018,9/16/2018,1,M217,M150,,,
1,2016,7/23/2016,0,M357,,,,
1,2016,10/4/2016,0,M269,,M319,,
4,2018,4/7/2018,0,M228,M229,,,
1,2015,3/19/2015,0,M279,,,,
4,2017,2/13/2017,0,M120,,,,
3,2018,9/8/2018,1,M009,M093,,,
3,2018,9/22/2018,1,M053,M086,,,
3,2017,12/1/2017,1,M049,M014,,,
4,2018,4/25/2018,0,M175,M213,,,
4,2017,5/28/2017,1,M135,,,,
1,2017,5/20/2017,0,M252,,,,
3,2017,8/18/2017,1,M021,,,,
4,2018,5/2/2018,1,M157,M210,,,
1,2015,7/31/2015,0,M337,,,,
4,2017,10/1/2017,1,M214,,,,
3,2015,4/7/2015,0,M008,,,,
1,2015,10/5/2015,1,M304,,M351,,
4,2017,9/7/2017,0,M205,,,,
1,2018,12/13/2018,0,M410,M313,,,
3,2018,3/30/2018,0,M110,,,,
3,2017,8/2/2017,0,M109,,,,
3,2018,5/5/2018,1,M100,M080,,,
3,2018,8/15/2018,1,M003,M113,M080,M033,
4,2017,6/29/2017,1,M508,,,,
3,2019,3/19/2019,0,M080,M021,,,
2,2015,5/12/2015,1,M430,,,,
4,2019,4/13/2019,1,M139,,,,
3,2016,8/11/2016,1,M040,,,,
4,2016,8/16/2016,1,M164,,,,
4,2018,4/2/2018,1,M216,,,,
1,2017,2/1/2017,0,M357,,,,
1,2017,8/16/2017,0,M269,,,,
2,2013,7/8/2013,0,M456,,,,
3,2018,4/16/2018,0,M020,,,,
4,2019,7/24/2019,0,M556,,,,
1,2017,2/1/2017,0,M336,,,,
4,2016,5/30/2016,0,M183,,,,
3,2018,5/16/2018,1,M030,,,,
3,2017,6/22/2017,0,M090,M079,M376,,
4,2017,5/3/2017,1,M200,,,,
3,2017,2/14/2017,0,M010,M033,,,
3,2016,12/22/2016,0,M076,M034,,,
3,2017,6/13/2017,1,M026,,,,
4,2019,5/7/2019,0,M227,,,,
4,2016,8/31/2016,1,M157,,,,
4,2019,3/10/2019,1,M184,,,,
1,2016,5/15/2016,0,M316,,,,
4,2017,3/3/2017,1,M216,,,,
1,2016,8/31/2016,1,M218,,,,
4,2016,9/28/2016,0,M122,,,,
4,2019,4/15/2019,1,M216,,,,
3,2018,8/29/2018,0,M041,M005,,,
3,2014,7/28/2014,1,M007,,M030,,
4,2016,2/1/2016,1,M238,,,,
1,2015,9/11/2015,1,M285,,,,
4,2014,9/9/2014,0,M148,,,,
1,2017,5/2/2017,0,M314,,,,
1,2016,5/12/2016,0,M328,,,,
3,2017,4/19/2017,1,M053,M010,,,
4,2017,9/10/2017,0,M245,,,,
4,2017,12/15/2017,0,M148,,,,
3,2017,6/19/2017,0,M090,M009,M025,,
4,2017,7/12/2017,0,M240,M135,,,
4,2019,3/4/2019,0,M151,,,,
2,2014,6/30/2014,1,M431,,,,
4,2016,9/11/2016,0,M162,,,,
4,2018,7/15/2018,1,M182,,,,
4,2017,6/20/2017,1,M137,M174,,,
4,2015,10/10/2015,1,M124,,,,
1,2014,7/15/2014,0,M302,,,,
3,2018,6/13/2018,1,M338,M017,,,
1,2018,8/12/2018,1,M391,,,,
4,2016,6/23/2016,1,M214,,,,
3,2017,7/11/2017,1,M082,M113,,,
3,2019,4/17/2019,1,M035,,,,
4,2016,12/16/2016,1,M150,,,,
3,2019,2/23/2019,0,M052,M022,M032,,
3,2019,7/25/2019,1,M026,,,,
3,2017,2/18/2017,0,M025,,,,
3,2014,10/2/2014,1,M002,,,,
3,2019,4/19/2019,1,M053,M044,M034,M017,
3,2019,3/1/2019,1,M072,,,,
4,2018,11/10/2018,0,M175,,,,
3,2019,2/5/2019,1,M062,,,,
4,2018,8/16/2018,1,M040,,,,
1,2014,4/29/2014,1,M344,,,,
1,2018,5/3/2018,1,M285,,,,
2,2013,7/21/2013,1,M418,,,,
4,2018,1/26/2018,1,M231,M139,,,
1,2014,6/8/2014,1,M274,,,,
2,2014,6/21/2014,1,M434,,,,
2,2013,8/19/2013,0,M416,,,,
3,2017,1/17/2017,0,M104,,,,
1,2014,8/18/2014,1,M282,,,,
1,2015,3/7/2015,0,M333,,,,
4,2019,4/3/2019,0,M229,,,,
4,2019,6/27/2019,0,M152,M158,,,
4,2018,5/4/2018,1,M040,,,,
1,2015,7/19/2015,0,M339,,M309,,
4,2017,3/31/2017,1,M139,,,,
3,2016,12/12/2016,1,M021,M010,M091,,
4,2018,5/29/2018,0,M235,,,,
3,2018,3/22/2018,1,M062,,,,
4,2015,10/11/2015,0,M151,,,,
4,2019,10/5/2019,1,M234,,,,
4,2018,10/4/2018,1,M158,M182,,,
1,2016,9/23/2016,1,M345,,,,
3,2017,7/28/2017,1,M009,M025,,,
4,2018,7/4/2018,1,M239,,,,
3,2017,2/21/2017,0,M052,,,,
1,2016,6/15/2016,0,M360,,,,
3,2018,5/12/2018,1,M023,,,,
3,2015,5/17/2015,0,M055,,,,
3,2014,9/19/2014,1,M012,,,,
3,2018,3/9/2018,1,M078,M027,M034,M049,M062
4,2015,7/19/2015,0,M203,,,,
1,2015,7/27/2015,1,M343,,,,
3,2016,9/23/2016,1,M058,,,,
4,2016,1/24/2016,1,M164,,,,
1,2015,2/22/2015,0,M333,,,,
2,2016,9/28/2016,0,M447,,M464,,
2,2015,9/2/2015,1,M418,,M417,M480,
3,2019,6/19/2019,0,M110,,,,
4,2018,7/8/2018,1,M247,M166,,,
4,2018,1/28/2018,1,M551,,,,
2,2016,9/2/2016,1,M467,,,,
1,2016,4/22/2016,1,M309,,,,
4,2019,6/29/2019,1,M150,M201,,,
4,2019,6/26/2019,1,M218,M205,,,
3,2017,8/31/2017,0,M054,,,,
3,2016,6/11/2016,1,M021,,M024,,
4,2017,8/21/2017,0,M167,,,,
1,2014,3/23/2014,1,M309,,,,
1,2016,3/14/2016,0,M339,,,,
4,2018,2/21/2018,1,M135,M231,,,
1,2017,3/13/2017,0,M376,,,,
3,2018,9/19/2018,1,M047,M013,,,
3,2017,7/25/2017,0,M081,M060,,,
1,2016,9/23/2016,1,M313,,,,
3,2019,8/19/2019,1,M009,M074,,,
3,2017,4/27/2017,0,M495,,,,
4,2015,5/5/2015,1,M157,,,,
4,2018,8/11/2018,1,M130,M554,M245,,
4,2017,3/7/2017,0,M050,,,,
3,2018,9/19/2018,1,M053,M062,M016,,
4,2018,7/26/2018,1,M184,,,,
3,2018,5/8/2018,1,M051,M113,,,
4,2018,3/1/2018,1,M387,,,,
4,2014,9/10/2014,0,M167,,,,
2,2014,9/3/2014,1,M451,,,,
1,2016,6/25/2016,0,M305,,,,
1,2015,9/26/2015,1,M303,,,,
3,2018,7/17/2018,0,M011,M072,M071,M075,M041
4,2019,5/31/2019,0,M227,,,,
4,2018,4/3/2018,1,M166,,,,
1,2018,6/12/2018,1,M351,,,,
1,2017,5/19/2017,1,M359,,,,
2,2015,8/1/2015,0,M422,,,,
2,2013,6/9/2013,1,M443,,,,
3,2019,1/25/2019,0,M104,,,,
4,2017,7/20/2017,1,M166,,,,
4,2017,4/5/2017,1,M157,,,,
4,2017,4/2/2017,0,M174,,,,
4,2016,3/11/2016,0,M122,,,,
4,2018,4/5/2018,0,M147,,,,
3,2017,5/18/2017,1,M494,M035,,,
4,2015,8/31/2015,0,M162,,,,
3,2019,4/4/2019,1,M494,,,,
4,2017,5/25/2017,1,M190,M231,M240,,
4,2017,6/30/2017,1,M158,,,,
3,2018,7/11/2018,0,M044,M022,,,
4,2017,7/4/2017,0,M233,M135,,,
4,2016,10/7/2016,1,M163,,,,
4,2014,4/27/2014,1,M191,,,,
3,2018,9/10/2018,1,M338,M016,,,
4,2017,8/26/2017,0,M046,M040,,,
4,2017,8/18/2017,1,M550,,,,
1,2016,2/10/2016,0,M305,,M280,,
4,2018,8/19/2018,1,M217,M548,,,
1,2016,2/13/2016,1,M271,,,,
1,2014,7/15/2014,0,M305,,,,
2,2015,8/24/2015,1,M467,,,,
3,2015,5/1/2015,1,M053,,,,
4,2018,6/27/2018,0,M211,M174,,,
3,2017,3/4/2017,1,M063,M005,,,
1,2017,2/13/2017,1,M325,,,,
3,2017,1/26/2017,1,M017,M041,,,
3,2018,6/20/2018,1,M017,M086,M021,M020,M082
4,2018,1/27/2018,0,M167,M212,,,
4,2017,5/15/2017,0,M226,,,,
1,2018,2/21/2018,1,M401,,,,
4,2016,8/11/2016,0,M140,,,,
1,2016,3/26/2016,1,M411,M326,,,
4,2017,6/30/2017,0,M210,,,,
4,2019,5/4/2019,0,M152,,,,
4,2019,5/22/2019,1,M551,M240,,,
4,2018,9/6/2018,1,M221,M135,,,
1,2017,4/1/2017,1,M275,,,,
3,2015,9/23/2015,0,M014,,,,
2,2015,5/15/2015,0,M426,,,,
4,2016,9/23/2016,1,M143,,,,
1,2015,9/28/2015,0,M270,M336,M335,,
1,2018,5/2/2018,1,M263,,,,
4,2018,9/17/2018,0,M175,M233,,,
3,2018,8/13/2018,1,M100,,,,
3,2019,9/8/2019,0,M020,M086,,,
3,2014,11/6/2014,1,M012,,,,
2,2015,8/16/2015,1,M477,,,,
1,2014,10/1/2014,1,M268,,,,
3,2014,10/4/2014,0,M029,,,,
4,2019,4/30/2019,1,M216,,,,
4,2019,6/2/2019,1,M139,,,,
3,2018,8/7/2018,0,M034,M104,M027,,
4,2019,4/26/2019,0,M211,M209,M139,M554,
4,2017,6/18/2017,1,M236,,,,
1,2016,9/30/2016,1,M012,,,,
4,2017,9/18/2017,0,M174,M124,,,
4,2017,4/15/2017,1,M157,M213,,,
1,2017,4/9/2017,1,M272,,,,
4,2017,2/17/2017,0,M151,,,,
1,2016,2/20/2016,0,M358,,,,
2,2017,9/30/2017,1,M476,M416,M432,,
1,2016,3/10/2016,0,M350,,,,
3,2018,6/19/2018,0,M022,,,,
4,2017,4/17/2017,0,M233,,,,
4,2016,10/24/2016,0,M229,,,,
3,2018,3/3/2018,0,M041,,,,
3,2019,9/18/2019,1,M003,M113,M086,,
1,2017,6/9/2017,1,M391,,,,
1,2016,6/24/2016,1,M285,,,,
1,2015,5/18/2015,0,M276,,,,
4,2019,6/3/2019,1,M561,,,,
4,2015,3/22/2015,1,M143,,,,
3,2017,7/31/2017,0,M044,M003,M091,,
4,2019,3/6/2019,0,M210,,,,
4,2017,1/27/2017,0,M203,,,,
1,2016,8/4/2016,0,M358,,,,
3,2013,7/1/2013,1,M012,,,,
1,2015,3/11/2015,1,M257,,M295,,
3,2018,9/26/2018,1,M021,M053,M042,,
4,2019,5/22/2019,1,M190,,,,
4,2018,7/23/2018,1,M214,,,,
4,2019,6/30/2019,0,M210,,,,
4,2017,7/12/2017,1,M163,,,,
4,2017,6/19/2017,0,M180,,,,
3,2016,8/15/2016,0,M025,,,,
3,2018,7/16/2018,0,M237,,,,
4,2018,9/7/2018,0,M245,M168,,,
3,2018,3/19/2018,1,M071,,,,
2,2015,4/6/2015,0,M442,,,,
3,2018,7/7/2018,0,M022,M033,M053,,
4,2017,4/21/2017,0,M233,,,,
3,2018,4/16/2018,0,M022,M041,M052,,
4,2017,6/12/2017,0,M179,,,,
2,2017,9/14/2017,0,M436,,,,
4,2017,5/20/2017,0,M197,,,,
4,2017,7/18/2017,1,M144,M139,,,
1,2016,10/14/2016,0,M390,,,,
4,2018,2/21/2018,0,M152,,,,
3,2015,5/31/2015,1,M002,,,,
3,2017,8/2/2017,0,M081,M093,,,
3,2016,8/6/2016,1,M082,,,,
4,2014,9/4/2014,1,M200,,,,
4,2015,6/29/2015,0,M148,,,,
4,2019,7/15/2019,1,M561,,,,
1,2018,3/15/2018,0,M337,,,,
2,2014,5/14/2014,1,M429,,,,
1,2017,10/26/2017,0,M197,,,,
4,2017,10/27/2017,0,M245,,,,
2,2013,5/29/2013,1,M431,M447,,,
4,2019,4/6/2019,1,M554,,,,
3,2018,4/5/2018,0,M093,M009,,,
4,2014,3/25/2014,0,M153,,,,
4,2017,6/6/2017,0,M226,,,,
1,2017,2/1/2017,0,M388,,,,
3,2019,8/8/2019,0,M006,M047,,,
3,2018,8/7/2018,0,M090,M093,M097,,
4,2018,4/18/2018,0,M183,,,,
3,2016,9/2/2016,0,M054,,,,
4,2016,11/9/2016,0,M242,,,,
3,2015,6/30/2015,1,M018,,,,
1,2015,4/5/2015,1,M347,,,,
4,2015,9/2/2015,0,M145,,,,
1,2015,3/10/2015,0,M358,,,,
3,2017,8/14/2017,0,M111,,,,
4,2019,4/26/2019,1,M135,,,,
3,2017,1/19/2017,1,M017,,,,
1,2015,5/31/2015,1,M306,M325,,,
4,2015,8/12/2015,0,M132,,,,
1,2016,3/22/2016,1,M257,,,,
4,2015,4/28/2015,1,M149,,,,
3,2016,8/7/2016,1,M119,,,,
2,2013,4/8/2013,1,M440,,,,
4,2015,4/27/2015,1,M164,,,,
3,2013,7/18/2013,0,M025,,,,
4,2018,5/4/2018,0,M242,,,,
1,2016,8/5/2016,0,M294,,,,
1,2016,7/29/2016,1,M273,,,,
4,2018,8/29/2018,1,M221,M050,M130,,
1,2017,6/15/2017,0,M336,,,,
2,2013,9/13/2013,0,M437,,,,
3,2018,8/15/2018,0,M093,M104,,,
4,2017,2/14/2017,1,M135,,,,
3,2019,7/15/2019,0,M025,M077,,,
4,2016,6/20/2016,0,M151,,,,
1,2018,5/8/2018,1,M351,,,,
4,2017,3/22/2017,0,M162,,,,
3,2015,9/21/2015,1,M030,,,,
3,2015,3/17/2015,1,M039,,,,
3,2019,4/16/2019,0,M025,M113,,,
2,2015,9/7/2015,1,M429,,,,
2,2015,9/19/2015,0,M452,,,,
1,2015,2/10/2015,0,M392,,,,
1,2015,5/6/2015,1,M257,,,,
4,2017,5/27/2017,1,M031,,,,
3,2016,9/1/2016,0,M107,,,,
2,2016,10/6/2016,0,M474,,,,
2,2013,6/4/2013,1,M440,,,,
2,2017,8/21/2017,0,M433,,,,
1,2016,8/31/2016,0,M388,,M306,,
4,2019,4/30/2019,0,M175,,,,
4,2018,6/25/2018,1,M141,,,,
4,2019,8/18/2019,1,M204,,,,
3,2014,5/5/2014,1,M043,M032,M008,,
4,2019,1/18/2019,0,M050,,,,
3,2019,7/4/2019,0,M025,M011,M067,,
2,2015,6/4/2015,1,M429,,M436,,
1,2017,6/6/2017,0,M259,,,,
2,2016,9/14/2016,1,M476,,,,
4,2018,7/24/2018,1,M187,,,,
3,2014,9/25/2014,0,M054,,,,
1,2018,11/13/2018,1,M411,,,,
4,2015,5/5/2015,0,M156,M132,,,
1,2017,8/9/2017,0,M220,,,,
3,2016,5/20/2016,1,M003,,,,
4,2015,4/12/2015,0,M156,,,,
3,2016,9/2/2016,1,M002,,,,
4,2018,6/6/2018,0,M211,,,,
4,2019,9/27/2019,0,M161,M170,M222,,
3,2014,8/31/2014,0,M010,,,,
1,2014,8/19/2014,1,M323,,,,
4,2017,11/5/2017,0,M125,,,,
4,2016,4/14/2016,1,M168,,,,
1,2017,4/2/2017,0,M376,,,,
3,2014,5/4/2014,0,M056,,,,
4,2016,11/2/2016,1,M255,,,,
3,2016,3/11/2016,0,M052,,M024,M044,
4,2017,8/3/2017,0,M175,,,,
4,2017,4/4/2017,0,M152,,,,
3,2017,8/23/2017,1,M017,M062,M021,M005,
4,2018,12/21/2018,0,M222,,,,
4,2019,8/31/2019,0,M233,M130,M554,,
3,2018,7/30/2018,1,M053,,M037,,
4,2016,3/17/2016,0,M152,,,,
4,2015,3/27/2015,1,M138,,,,
2,2015,8/18/2015,1,M445,,,,
4,2017,7/11/2017,1,M218,,,,
1,2017,5/15/2017,0,M277,,,,
3,2015,6/12/2015,0,M022,,,,
1,2015,4/14/2015,0,M297,,,,
1,2015,8/18/2015,0,M256,,,,
3,2019,9/11/2019,1,M002,,,,
1,2016,3/23/2016,1,M304,,,,
1,2015,7/30/2015,1,M326,,,,
